ytid,caption
31DNFoW3NAw,A keyboard is playing chords with a string sound along with something that sounds like a cembalo or another keyboard playing chords and a melody in the mid to higher register. A male voice is singing in an upper key sounding soulful and sensitive. This song may be playing for a sensual music video.
31O2j4aAgYU,This song features an electric guitar. The guitar plays a blues progression by first descending three chords and then ending the song on a higher register. The guitar tone has a lot of added reverb. There are no other instruments in this audio. This is an instrumental song with no voices.
31iD2VPLMxQ,"The song is an instrumental. The tempo is slow with a poignant violin solo, keyboard accompaniment, percussion drums, strong bass line and a guitar accompaniment. The song is emotional and has a sense of grief and awe. The song is a documentary soundtrack."
32C6w8V7TX8,The pop music features a female voice singing and being accompanied by other female voices. The drums and bass guitar play a simple and repetitive groove and drive the pulsation of the music. An electric guitar is playing a funky accompaniment. A group of strings play a repetitive melody that ascends in pitch with each repetition.
32iayLTRmxg,This song contains a digital drum with a soft subbass. A male voice is rapping along to a repeating male and also female voice sample. The male voice sample uses a harmonizer effect. A riser is preparing the next part of the song. A metallophone/marimba melody is repeating itself through the duration of the whole song. This song may be playing in an urban bar.
338iZ76huSQ,This new age song features a guitar solo being played. This is accompanied by a tabla on the percussion. The bass plays the root notes of the chord with no flourishes and embellishments. An angelic voice sings vocables in the background. The voice does not sing any lyrics. The mood of this song is relaxing. This song can be played in a meditation center.
33dCbb1MyYU,"A female vocalist sings this spirited pop. The tempo is fast with a spirited, upbeat acoustic guitar accompaniment, synthesiser arrangements, slick drumming, digital drum rhythm, boomy bass drop , added reverb and auto tune for better effects.The song is young, fresh, upbeat, bouncy, punchy, and has a dance groove.this song is a synth pop."
35b9UHjagaI,This is a TV series theme. It is an instrumental piece. There is a melody being played on an acoustic guitar. There are various percussive elements in this piece. The piece is mostly rhythmic and there is an eccentric feel to it. This piece could be used as an accompaniment piece in a latin dance course.
36ToDxW_hns,"The low quality recording features a cover of a rock and it consists of passionately played solo acoustic guitar melody over staccato strings melody playing in the background on playback. Even though the recording is noisy, it sounds emotional and passionate."
374R7te0ra0,"The Hip Hop song features a flat male vocal rapping over repetitive, echoing piano melody, claps and punchy kick hits. At the very beginning of the loop, there are stuttering hi hats, sustained synth bass and filtered, pitched up female chant playing. It sounds groovy and addictive - thanks to the way rappers are rapping."
38R9Vnwt890,"The music features an orchestra playing a fast tempo piece. Since the song is purely instrumental there is no voice singing. The trombones and the trumpets stand out the most. The music is epic and can work pretty well for a movie, especially a chasing scene."
390At7lW4iw,"Mostly ambient sounds of a rotary phone ringing and someone picking up the phone. In the background there is an ethereal sounding high, gliding synth melody and muffled autotuned vocals. Sounds like an intro to a hip hop song."
39MksqVeLdY,"The low quality recording features a live performance where a DJ is playing his set. There are crowd noises in the background. The recording is noisy and it sounds manic, aggressive, distorted and upbeat."
3B-YYTbpFZE,"The low quality recording features a flat male vocal narrating over flame sounds and wooden surface scratching sounds, after which there is a cut to a shimmering shaker and wooden percussion playing. The recording is noisy and in mono."
3C-5_z01Olc,This is an indie rock music piece. There is a male vocalist singing melodically in the lead. There is an electric guitar playing a simple tune with a strong reverb effect. The bass guitar is playing the root notes. The rhythmic background consists of a basic acoustic drum beat. The atmosphere is easygoing. This piece could be used in the soundtrack of a teenage drama TV series as the opening theme.
3ClbaJYWVO4,"This is a gear showcase jam. There is a clean sounding electric guitar with an echo effect being played in a gentle manner. The recording has a dreamy, trippy atmosphere. Parts of this recording can be lifted as samples to be used in beat-making. An advertisement jingle could also be derived from this piece."
